5.585802611844619125e-01,2.120593332184758095e-01,3.734691022960486828e-01,4.544295954328849696e-01
4.829908130429231283e-01,1.234687225008930245e-01,6.619178256685442907e-02,9.728132199381880341e-01
8.796693613956417801e-01,1.315497423637168595e-01,7.764952423567696993e-01,6.903334145067323568e-01
9.298999257241862271e-01,3.379862411140471812e-01,9.301179178688484539e-01,9.363097995422104969e-01
4.982334396732618353e-01,7.140544283166931905e-01,6.863509959954572359e-01,9.086716462556666540e-01
1.978289696761178496e-01,6.476496086171242839e-01,3.484236629434783183e-01,7.698093389273436005e-01
4.015127143688904665e-01,7.447892196183154567e-01,8.256561043854753201e-01,9.643507538324348483e-01
4.252987731159122431e-01,6.660716614885324738e-01,6.393386305158190730e-01,9.854590343765214921e-01
7.486626595142563678e-01,3.602445507171275763e-02,9.494339301418998067e-01,2.848894329462804409e-01
8.427629462474565125e-01,3.414699284885469588e-04,8.138471005297520655e-01,3.767643413567570709e-01
6.057649558377118382e-01,2.352899978642170042e-02,2.570712588048424951e-01,4.932609867421781091e-01
7.029654483978278190e-01,8.088016093603203061e-01,9.825620426001444585e-01,6.308964286815204048e-01
3.724985638118050169e-01,5.779601080855413242e-01,4.133450482696221506e-02,3.097496722998192009e-01
5.972053283911017418e-01,9.855916749154950418e-01,7.201078704154940668e-01,6.450787546529719307e-01
4.638227583717811076e-01,5.583863508829278732e-01,6.794418464010699710e-01,1.363586387769749608e-02
5.241835432246871873e-02,5.483130067389991869e-01,1.460998806244906412e-02,4.086411497905095835e-02
1.541507803403147081e-01,6.685809119593220107e-01,4.647594077533678814e-04,2.628883580132772568e-01
2.740077325074482539e-01,9.567727288213004888e-01,6.042027305318705688e-01,3.116308074059338518e-01
5.940324652245841941e-01,9.986345866928940662e-01,1.681695482238666495e-01,5.634479870834571136e-01
8.039262299711277260e-01,7.668257842693667614e-01,1.816538274319492441e-01,4.724897742325083749e-01
9.612653517648710455e-01,6.248043007200725363e-01,4.468608332052537158e-01,7.793800269096651245e-02
9.811947266632481401e-01,8.211104325638715062e-01,8.549424315644317263e-01,1.689696555513535703e-01
9.825620426001444585e-01,6.308964286815204048e-01,7.526625919744743820e-01,2.993972890455731672e-01
7.457103395483706265e-01,3.612597477662232714e-01,5.057874301999127908e-01,1.841700266697369193e-01
9.929408040857292672e-01,4.926309917001108207e-01,3.206610266494229755e-01,5.536980134003935961e-01
8.589559615322208685e-01,4.513830420598979876e-01,1.303324251805665357e-01,2.435781013532039019e-01
8.861171445911574240e-01,3.156742084007738702e-01,2.217720484060501374e-01,6.090851776837880038e-02
6.517428413667151199e-01,2.262975691906687903e-01,4.829608286497355518e-02,8.784742698308489750e-02
5.796766339672732027e-01,7.331198460285289764e-01,3.810253660351892169e-01,8.444961927564078596e-01
2.263902265389445279e-01,1.832847522204174018e-01,3.417840156994521594e-01,9.753557416322394813e-01
4.036811142869053404e-01,7.187722768601908507e-01,9.809128215864097999e-01,7.839029795422935987e-01
6.617892545837589235e-02,5.144091278151914359e-01,8.673886208056942326e-01,2.249421277894495530e-01
6.907366480550680699e-03,6.977273281145267569e-01,9.007834307122413176e-01,1.670649476613550455e-01
1.611287604430949871e-01,4.794600883747494047e-01,1.131562712176841234e-01,5.705901570297167158e-02
2.602903652238847121e-01,1.534108898990769188e-01,1.933997609192383837e-02,1.331518093250261270e-01
6.644600556673336822e-01,5.687349888036286050e-01,7.388895662351747662e-01,8.349317212902007679e-01
4.263491509726812234e-01,4.189123845782700695e-01,9.373910863079237821e-02,7.467451358964513064e-01
8.563042118285736359e-01,6.975722256665972676e-01,7.785933585780387967e-01,8.281887040889062135e-01
1.045776292294551268e-01,7.845211798662404812e-01,7.285746972259312670e-01,6.207039379154751790e-01
3.989452107096199684e-01,8.298297177468442198e-01,9.042135767789720724e-01,9.085953072893934168e-01
1.133828269488914575e-01,3.718668914915566059e-01,7.818048448723325938e-01,2.372545868815791881e-01
